correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered,threshold_exponent,compared_with,exp_with,ground_truth_type,clean_subharmonic_method,method_focus
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.1199121664216483,"[1.0, 0.0, 0.9334424058461168, 0.3210381604850241, 0.0029707904928858, 0.2437966868764175, 0.2111217065605803, 0.6692157834596034, 0.3261269449754898, 0.4208044622463667, 0.3852145325979086, 0.6038356140054686, 0.3451117343607255]",0.6963896680457222,Smallest_delta_t_and_choose_top_3_delta_t,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.0281528279016617,"[0.8829961260271522, 0.1041345086879388, 0.804433751089991, 0.0, 0.0580693042690134, 0.3277939602207211, 0.4217254364362652, 0.2877550760989167, 0.0875787392976312, 0.335091841842892, 0.2317308177383945, 1.0, 0.2760911921982967]",0.9272579784289054,Smallest_delta_t_and_filter_by_smallest_ratio,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.6132942911844246,"[0.042037738002972, 0.0, 0.1996818714365879, 0.4177560231752428, 0.1737070222562942, 0.2868329112250972, 0.5499332251709357, 0.7561980257036058, 0.0096430687612877, 0.796339552474346, 0.7551646647811195, 0.1194674932788437, 1.0]",0.025808174404504,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.0007441024161323,"[0.8852527877000252, 0.0538380977104587, 0.8082056506300455, 0.0, 0.0289616033013118, 0.3407588438159063, 0.4328786572629065, 0.3839291541466779, 0.0231681947385319, 0.3479159706990183, 0.2465484776943515, 1.0, 0.2900532705958072]",0.9980750835104728,Smallest_ratio_and_choose_top_3_ratio,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.0545606264945522,"[0.8829961260271522, 0.1041345086879388, 0.804433751089991, 0.0, 0.0580693042690134, 0.3277939602207211, 0.4217254364362652, 0.4925494163239955, 0.0875787392976312, 0.2276765008433588, 0.2225640060514416, 1.0, 0.2326186802325645]",0.8594854261774477,Smallest_ratio_and_filter_by_smallest_delta_t,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.605370165109763,"[1.0, 0.3803092326458082, 0.5768519036278428, 0.221278887369152, 0.3099601672275935, 0.4746113482209759, 0.6104382727478919, 0.3696917351370586, 0.3550258779189782, 0.5689779642333219, 0.0346592267976788, 0.0, 0.2723434783455379]",0.0283481041685541,Smallest_ratio_and_filter_by_smallest_t_sub,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,14,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.3509264808476773,"[0.1060968612568423, 0.0873637352571146, 1.0, 0.0279488439399681, 0.0, 0.0279299518883868, 0.0182903938536078, 0.0585435008145357, 0.0283959996591218, 0.0367153917265721, 0.0335880750527373, 0.0527984910296984, 0.0300642088683036]",0.2397320845748304,Smallest_delta_t_and_choose_top_3_delta_t,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.3190843989762243,"[0.0861041863804134, 0.032935173292204, 1.0, 0.0, 0.0044195758403032, 0.0440705851304901, 0.054981572896084, 0.021900647825223, 0.0163127294517852, 0.0292483136815274, 0.0176367176500996, 0.0761086411476356, 0.021012925471043]",0.2879395892789648,Smallest_delta_t_and_filter_by_smallest_ratio,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
-0.1506686297211922,"[1.0, 0.1937713613077788, 0.9339083915965471, 0.275621574746538, 0.0501178653951851, 0.631650539468085, 0.397754626836396, 0.5883453584255071, 0.1073636115765361, 0.6254365292630997, 0.5873905226333426, 0.0, 0.8136208127154385]",0.6231953949689514,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.3200375412775182,"[0.0874700439305209, 0.0470663252654573, 1.0, 0.0, 0.0022442183483489, 0.0454992637492247, 0.0563939445629794, 0.0297504541871489, 0.0177828934085513, 0.0297225647608811, 0.0301633995391522, 0.0774894374803923, 0.0224760647778171]",0.2864210665326298,Smallest_ratio_and_choose_top_3_ratio,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.3376607879333225,"[0.0851035212936712, 0.0659304473111697, 1.0, 0.008999508915068, 0.0, 0.0618808112179169, 0.0539468302785579, 0.0208296834346433, 0.0152356466013762, 0.028185394576397, 0.0158626469982116, 0.0750970314947971, 0.019940989073859]",0.2591822594322832,Smallest_ratio_and_filter_by_smallest_delta_t,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.2699802239954009,"[1.0, 0.2874526454727237, 0.513445943481517, 0.3372397267495216, 0.1298278548229948, 0.395885313053529, 0.8451417036440753, 0.2852800090320396, 0.0, 0.6930132781965331, 0.4954146150183305, 0.3903542674882741, 0.2184133481844646]",0.3723525206210736,Smallest_ratio_and_filter_by_smallest_t_sub,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,15,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.3782450719809624,"[0.089442404203327, 0.0703602582383274, 1.0, 0.0420372137556353, 0.0800498872697152, 0.0098191542330101, 0.0, 0.0410030692466559, 0.0102938850167542, 0.0187682770522027, 0.0155826948247752, 0.0351510232354238, 0.0119931749073056]",0.2025350733304677,Smallest_delta_t_and_choose_top_3_delta_t,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.3616707794499237,"[0.0709488259309617, 0.0543379862884974, 1.0, 0.0265960899285151, 0.0613655453950385, 0.0423280043325869, 0.0393100984449543, 0.0056805842067302, 0.0, 0.0131500982243402, 0.0013459442222694, 0.0607875220978775, 0.0047781405330561]",0.22464390317474,Smallest_delta_t_and_filter_by_smallest_ratio,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
-0.1793721251659543,"[1.0, 0.1937713613077788, 0.9339083915965471, 0.3255643206782, 0.1491724432311621, 0.631650539468085, 0.397754626836396, 0.5883453584255071, 0.1073636115765361, 0.6254365292630997, 0.5873905226333426, 0.0, 0.8136208127154385]",0.5576343719770109,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.3607099742180911,"[0.0709488259309617, 0.0543379862884974, 1.0, 0.0336793522428623, 0.0613655453950385, 0.0423280043325869, 0.0393100984449543, 0.0046436628506311, 0.0, 0.0121558373115324, 0.0126046533373507, 0.0607875220978775, 0.0047781405330561]",0.225968919857929,Smallest_ratio_and_choose_top_3_ratio,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.3621991854808653,"[0.0709488259309617, 0.0543379862884974, 1.0, 0.0265960899285151, 0.0613655453950385, 0.047366828882015, 0.0393100984449543, 0.0056805842067302, 0.0, 0.0131500982243402, 0.0013459442222694, 0.0607875220978775, 0.0047781405330561]",0.2239172231834968,Smallest_ratio_and_filter_by_smallest_delta_t,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.0465010487038594,"[0.8825312487964492, 0.0313973222480377, 0.8036567315510196, 0.1290403084322692, 0.0059308148358551, 0.3251231658989288, 0.4194278485994911, 0.0993328938086491, 0.0, 0.3324500433046008, 0.2286783474418377, 1.0, 0.273214973570438]",0.8800957552614406,Smallest_ratio_and_filter_by_smallest_t_sub,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,16,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.3610705319565242,"[0.089442404203327, 0.0703602582383274, 1.0, 0.0420372137556353, 0.0800498872697152, 0.0098191542330101, 0.0, 0.0410030692466559, 0.0707862876153184, 0.0187682770522027, 0.0486063038318088, 0.0351510232354238, 0.0119931749073056]",0.2254711279742005,Smallest_delta_t_and_choose_top_3_delta_t,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.3502014849982034,"[0.0664883762032192, 0.0497977865779458, 1.0, 0.0219226991327793, 0.0968455848200912, 0.0377301437285984, 0.0346977486310379, 0.0009067763786433, 0.0473619620475321, 0.0084121521363771, 0.0133726933986003, 0.0752497159916881, 0.0]",0.2407716383529146,Smallest_delta_t_and_filter_by_smallest_ratio,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.1697541568943407,"[0.9330864416088436, 0.0903233396820744, 0.8639998745529112, 0.2280885317388727, 0.0959009197350847, 0.5480451281986953, 0.3035501606455454, 0.5027775614645945, 0.0, 0.5415495284836407, 0.5017794570368722, 1.0, 0.7382614323344083]",0.5792800790000823,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.3453652876896183,"[0.0574928801015342, 0.0499261637095588, 1.0, 0.0291711503795589, 0.0969676055558742, 0.0378601512598805, 0.0348281658542561, 0.0, 0.0297137704654161, 0.0044755479149047, 0.0325377272228839, 0.0753746544387285, 0.0001351050647952]",0.2477754940855082,Smallest_ratio_and_choose_top_3_ratio,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.3455327914640531,"[0.0664883762032192, 0.0497977865779458, 1.0, 0.0290399687616248, 0.0568590855633852, 0.0427931600816827, 0.0346977486310379, 0.007441648380383, 0.0473619620475321, 0.0084121521363771, 0.0133726933986003, 0.0752497159916881, 0.0]",0.2475308963879065,Smallest_ratio_and_filter_by_smallest_delta_t,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.1817446461480399,"[0.8852527877000252, 0.6073902043406474, 0.8082056506300455, 0.0, 0.0289616033013118, 0.3407588438159063, 0.4328786572629065, 0.3839291541466779, 0.0231681947385319, 0.3479159706990183, 0.2465484776943515, 1.0, 0.2900532705958072]",0.5523473202151613,Smallest_ratio_and_filter_by_smallest_t_sub,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,17,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.5719028910844715,"[0.725158360019106, 0.0611414614452801, 1.0, 0.0325375507518217, 0.0709271779361725, 0.0, 0.1479463377234059, 0.0314931511217942, 0.0615717155537213, 0.0090378670294926, 0.0391717833814027, 0.0255830731433627, 0.0021955794071248]",0.0411354941401344,Smallest_delta_t_and_choose_top_3_delta_t,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.5920251584062047,"[0.7209966866956409, 0.1190824594142708, 1.0, 0.0219226991327793, 0.0968455848200912, 0.0377301437285984, 0.1350444754120625, 0.0009067763786433, 0.0637136760284665, 0.0084121521363771, 0.0133726933986003, 0.0752497159916881, 0.0]",0.033034090693559,Smallest_delta_t_and_filter_by_smallest_ratio,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
-0.0945935064162643,"[1.0, 0.0, 0.4120838916731795, 0.0733779737669646, 0.0029707904928858, 0.2437966868764175, 0.1135711556851037, 0.2196857901054849, 0.3261269449754898, 0.2403369309077584, 0.2191541690231152, 0.4845217367367282, 0.3451117343607255]",0.7585498120951626,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.5880994914800389,"[0.7229419688377777, 0.1252244408126323, 1.0, 0.0192153097224451, 0.1031426073702321, 0.0444393341864171, 0.1308993828451297, 0.0111572897030579, 0.0702417026829815, 0.0112830172102307, 0.0391533052757609, 0.0816973104381921, 0.0]",0.0345142124746609,Smallest_ratio_and_choose_top_3_ratio,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.585557038377986,"[0.7209966866956409, 0.1190824594142708, 1.0, 0.0290399687616248, 0.0568590855633852, 0.0377301437285984, 0.1350444754120625, 0.007441648380383, 0.0473619620475321, 0.0074131176966188, 0.0261495234069627, 0.0752497159916881, 0.0]",0.0354982443791471,Smallest_ratio_and_filter_by_smallest_delta_t,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.6267133425280386,"[1.0, 0.7658757643343127, 0.6435118596664053, 0.4746992187810799, 0.8649268622817179, 0.3977256945229167, 0.5540627054661321, 0.1717326750908639, 0.0, 0.1713324660701354, 0.1776583780204618, 0.8567798170054016, 0.0673462946054334]",0.0218953475265467,Smallest_ratio_and_filter_by_smallest_t_sub,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,18,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
