correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered,threshold_exponent,compared_with,exp_with,ground_truth_type,clean_subharmonic_method,method_focus
-0.2090153812530893,"[0.4759813953582208, 0.5692860109192295, 0.0059124447200302, 0.0944775236616924, 0.1684055140701828, 0.3079165079871017, 1.0, 0.3743791103588366, 0.2003574344337052, 0.0308515898546106, 0.1126209087964617, 0.5048451020661133, 0.0]",0.493147405997144,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.5522097125497876,"[0.4434485646162247, 0.6699665322780716, 0.5355811022760478, 1.0, 0.3157162771280991, 0.5512371824854142, 0.8624598089735528, 0.6363043833556878, 0.0, 0.4297257729059625, 0.1514194921906957, 0.0661859326216271, 0.3064645027041834]",0.0503679818611012,Smallest_ratio_and_choose_top_3_ratio,6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.4493653659521568,"[0.6719724958130125, 0.6755240816801813, 0.5521339583472918, 0.978554479287844, 0.3502582945111078, 0.5665090707974603, 1.0, 0.9377622825568822, 0.0, 0.1790327862109059, 0.4068884847627504, 0.1211443200014581, 0.5557690315103825]",0.1234386249488241,Smallest_ratio_and_filter_by_smallest_delta_t,6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
0.0069874729655461,"[0.2815134219476453, 0.343067745111192, 0.2121275974052192, 0.0631864597725421, 0.0622925480718677, 0.433420501962538, 1.0, 0.0459393217895583, 0.1583895346381922, 0.3760880514262614, 0.6531537703164936, 0.0, 0.1648187723175533]",0.9819254341895632,Smallest_ratio_and_filter_by_smallest_t_sub,6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,6,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
0.183341299161412,"[0.2005169807242706, 0.1110657641386091, 0.0, 1.0, 0.0158020641192361, 0.1166984517738359, 0.5990644351532534, 0.5653693688826295, 0.1315850468901072, 0.5618523517335088, 0.6175909740531701, 0.3652781248388064, 0.1180445048947558]",0.5488011617192696,Smallest_delta_t_and_choose_top_3_delta_t,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.246447681093209,"[0.9231389194237604, 0.4977546338001684, 0.3005996661166661, 1.0, 0.0, 0.1326032557822837, 0.3437231562232902, 0.1903091468390567, 0.1359337521715779, 0.4020875142161222, 0.4781504997352121, 0.2566523464645918, 0.6687846896316442]",0.4169745478622624,Smallest_delta_t_and_filter_by_smallest_ratio,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
-0.4357149876090207,"[0.6176679523202805, 0.6912760378754125, 0.4210157796110167, 1.0, 0.0769853829887603, 0.208100859836771, 0.8585360300423994, 0.2705638640622246, 0.1070144950827345, 0.0, 0.2057495043863563, 0.3931786504304958, 0.4406459720838267]",0.1366816599308427,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.2062192069512147,"[0.9306893953620976, 0.5470928882743787, 0.3693055098630751, 1.0, 0.1374782524334108, 0.0744167253349348, 0.2511025985485542, 0.5090904596980202, 0.0, 0.6714225385402225, 0.5004672487737329, 0.2790611497896941, 0.7013217449605063]",0.4990798312168601,Smallest_ratio_and_choose_top_3_ratio,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.1051019268066443,"[0.9231389194237604, 0.2131440853180391, 0.1678827061996008, 1.0, 0.0, 0.1326032557822837, 0.4528684995454416, 0.1903091468390567, 0.1359337521715775, 0.4020875142161222, 0.4781504997352121, 0.2566523464645918, 0.6687846896316442]",0.7325650619587962,Smallest_ratio_and_filter_by_smallest_delta_t,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.1102051312073503,"[0.0720441122930574, 0.2544479638270981, 0.2843392723327303, 1.0, 0.4333610630250648, 0.3214611859518961, 0.741684310032203, 0.6988323838350955, 0.1719239870316029, 0.2510067908511316, 0.3068788925188757, 0.0, 0.4256998905472257]",0.7200383506006526,Smallest_ratio_and_filter_by_smallest_t_sub,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,7,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
0.6506705391131565,"[0.1110540604752591, 0.0615125165102139, 0.0, 0.5538386827595848, 0.266226530369353, 0.0646321168105042, 0.3317850576533925, 0.9526931441174104, 0.3392389536317577, 1.0, 0.9514753265562113, 0.2023051555016157, 0.9067036581438876]",0.0160271346405888,Smallest_delta_t_and_choose_top_3_delta_t,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
0.7069352126195044,"[0.3574904846635059, 0.1797002226336643, 0.0174187118098811, 0.3994770482354473, 0.0990475702255638, 0.0, 0.1516193747745028, 0.936326051507498, 0.1562145316926554, 1.0, 0.9346868968602834, 0.9074163738335068, 0.8744252528506918]",0.0068919394634176,Smallest_delta_t_and_filter_by_smallest_ratio,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.2123392087976588,"[0.1577115068346835, 0.2167438680244021, 0.0, 0.4643349349923027, 0.0568505469558263, 0.419842038494488, 0.3508833745164665, 0.1368766094903947, 0.2255001183406379, 0.165900268537879, 1.0, 0.2768265172637152, 0.015743061425102]",0.486137854666399,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
0.7512780406247197,"[0.0929000181166258, 0.3212102941401022, 0.0263927624273215, 0.0746823088206033, 0.0692091309613764, 0.0, 0.0205845758775666, 0.936326051507498, 0.1562145316926554, 1.0, 0.9346868968602834, 0.9074163738335068, 0.8744252528506918]",0.0030715065827775,Smallest_ratio_and_choose_top_3_ratio,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
0.7071285052387466,"[0.3910324171053416, 0.2225236191090684, 0.0, 0.4308270902146843, 0.1460814036731124, 0.1247092023198441, 0.195908719814588, 0.9396501225565034, 0.1570598505483014, 1.0, 0.938096539271465, 0.9122496621505994, 0.8809808284254391]",0.0068698200308476,Smallest_ratio_and_filter_by_smallest_delta_t,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.3994479758951308,"[0.9380817740336588, 0.5953980630800244, 0.2926815002914181, 1.0, 0.2294712079671194, 0.3012371513868117, 0.4713124301038623, 0.561448814301232, 0.0, 0.2348342452590511, 0.0827469153773379, 0.3559534667394177, 0.7331775161480176]",0.176303966343975,Smallest_ratio_and_filter_by_smallest_t_sub,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,8,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
0.5333634729060329,"[0.0, 0.3806656077497218, 0.2089934432201985, 0.5697564088008593, 0.3166770215201738, 0.324532128288305, 0.673331917574538, 0.9467832026907268, 0.2566915298341917, 1.0, 0.9454132458608994, 0.1026508935685587, 0.8950483514149448]",0.0605088142801413,Smallest_delta_t_and_choose_top_3_delta_t,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
0.419399837520963,"[0.5793847775096282, 0.9360963691933728, 0.0, 0.6951885929257053, 0.1211997440614473, 0.2181811843366995, 0.2510243538048218, 0.8110236369746231, 0.344393267142761, 1.0, 0.915416787377938, 0.8801003143180931, 0.8373754265607277]",0.1536979728743499,Smallest_delta_t_and_filter_by_smallest_ratio,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
-0.1054566321263719,"[0.2803051100268515, 0.1890629189069793, 0.0, 1.0, 0.0268992374950894, 0.1986512234026675, 0.1660229448897066, 0.9624062281527944, 0.2239920937158283, 0.0784968828420773, 0.4731570571518068, 0.1309824202500833, 0.0074489406144614]",0.7316923617543588,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
0.4391153742451143,"[0.6034603040513257, 0.939754138758836, 0.0, 0.7126356436476923, 0.1934296493701433, 0.2629315847997525, 0.741016815702821, 0.8218404243862462, 0.3819194346560666, 1.0, 0.9202582321749369, 0.886963232992041, 0.8466838681596502]",0.1332988668771414,Smallest_ratio_and_choose_top_3_ratio,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
0.6049077222699865,"[0.1679231833289297, 0.9360963691933728, 0.0, 0.333329381319465, 0.1211997440614473, 0.2181811843366995, 0.725292900566196, 0.9175395615133088, 0.344393267142761, 1.0, 0.915416787377938, 0.8801003143180931, 0.8373754265607277]",0.0285017935885146,Smallest_ratio_and_filter_by_smallest_delta_t,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
0.4294068442068465,"[0.473314876561382, 0.2612773565552353, 0.1711919925286949, 0.5116271355262078, 0.0348580072203409, 0.0, 0.0976652124931085, 0.2402710633261391, 0.289652871920339, 0.3300020456973412, 1.0, 0.9751159596922496, 0.3465291867488604]",0.1431060443144858,Smallest_ratio_and_filter_by_smallest_t_sub,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,9,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
0.2780162417454114,"[0.0, 0.2638779686264848, 1.0, 0.3949559947247472, 0.2195209849490012, 0.2249661567089923, 0.4667546923171566, 0.6563115321412669, 0.8464516485785107, 0.6932014956286202, 0.6553618760178839, 0.0711577529493392, 0.6204488558607705]",0.357720820845378,Smallest_delta_t_and_choose_top_3_delta_t,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.100847698244368,"[0.2928468081854206, 0.8164234313646691, 1.0, 0.3668622719055536, 0.0, 0.0619852312156429, 0.6025236092182709, 0.5474891008469789, 0.7806275081396197, 0.5616810484780744, 0.3270555762774729, 0.5938483400438822, 0.2572844563923694]",0.7430547760132861,Smallest_delta_t_and_filter_by_smallest_ratio,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.1675080110398481,"[0.0957271460285403, 0.0645669771951598, 0.0, 0.3415105276509953, 0.0091863727903574, 0.0678414841227607, 0.3482601503979159, 1.0, 0.0764956581145437, 0.0268075118783561, 0.3590303695012868, 0.2123508044020137, 0.0686239987152271]",0.5843832167834229,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.0390882001084625,"[0.1137967598183694, 0.8189547339035316, 1.0, 0.3755924881335227, 0.2006359661555895, 0.0, 0.4249521514130501, 0.553728687938098, 0.7836523938847381, 0.567724945491004, 0.3363346794927963, 0.5994486883653087, 0.2675256203664123]",0.8991141310783172,Smallest_ratio_and_choose_top_3_ratio,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.005683768383626,"[0.282175363554596, 0.813653130374184, 1.0, 0.3573077732661448, 0.0, 0.047829921186861, 0.5965254077742486, 0.5015669586104328, 0.7773170212076342, 0.5550665037430013, 0.5001897230203036, 0.4772767325116094, 0.4495572332849832]",0.985297375489116,Smallest_ratio_and_filter_by_smallest_delta_t,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
0.7953453245739495,"[0.0929000181166258, 0.3212102941401022, 0.0263927624273215, 0.0746823088206033, 0.3393724024818051, 0.0, 0.0205845758775666, 0.936326051507498, 0.4937563987605179, 1.0, 0.9346868968602834, 0.9074163738335068, 0.8744252528506918]",0.0011519516398306,Smallest_ratio_and_filter_by_smallest_t_sub,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,10,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
0.2637135730456578,"[0.0, 0.2638779686264848, 1.0, 0.8373613481517362, 0.2691848111811136, 0.2249661567089923, 0.4667546923171566, 0.6563115321412669, 0.8464516485785107, 0.6932014956286202, 0.6553618760178839, 0.0711577529493392, 0.8803649415022285]",0.3839789536028346,Smallest_delta_t_and_choose_top_3_delta_t,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.1381382625611034,"[0.2676996618686435, 0.7813051953347979, 1.0, 0.5130796789545796, 0.6626522780828085, 0.0, 0.5264862924106853, 0.7633973944871311, 0.7386615044993755, 0.477830541246455, 0.1983211670718032, 0.5161514424262096, 0.5992068030550658]",0.6526761050495471,Smallest_delta_t_and_filter_by_smallest_ratio,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.390775522617715,"[0.0957271460285403, 0.0645669771951598, 0.0, 0.5813400528589606, 0.2794462540359618, 0.0678414841227607, 0.3482601503979159, 1.0, 0.0764956581145437, 0.0268075118783561, 0.3590303695012868, 0.2123508044020137, 0.9517268637257508]",0.1867560876581784,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.2739424982461501,"[0.4120232349453249, 0.8036680599485618, 1.0, 0.5628702226023767, 0.6971481201058733, 0.0, 0.3763976149736852, 0.7875914398941457, 0.7653849440533794, 0.5312255221168257, 0.2802976695860678, 0.2278179567208711, 0.6401903280872145]",0.365098973798689,Smallest_ratio_and_choose_top_3_ratio,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.0809036495708269,"[0.2475403711588179, 0.7752848073677183, 1.0, 0.715569631723909, 0.6533655272207514, 0.0, 0.5134510663028585, 0.7568840276909239, 0.7314671903223411, 0.4634558846053478, 0.3972801212243884, 0.3696494071357546, 0.7907764030225752]",0.7927511572489965,Smallest_ratio_and_filter_by_smallest_delta_t,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
0.2090063929834538,"[0.3025976096254493, 0.0136243369351607, 1.0, 0.3755924881335227, 0.0284501882966601, 0.0, 0.3945682038376377, 0.4486070510557235, 0.1544748842383133, 0.567724945491004, 0.5144094195129817, 0.4921483078986995, 0.4652174336445599]",0.4931664237351584,Smallest_ratio_and_filter_by_smallest_t_sub,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,11,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.0414571205242938,"[1.0, 0.1937713613077788, 0.9339083915965471, 0.7703826667047955, 0.1991071487468046, 0.631650539468085, 0.5729635502787871, 0.5883453584255071, 0.7795225479684385, 0.9495712634944412, 0.8856487822461634, 0.0, 0.8136208127154385]",0.8930305845151968,Smallest_delta_t_and_choose_top_3_delta_t,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.1896110161878635,"[0.915473895024336, 0.4301224749215517, 0.9168287631060628, 0.036309423172715, 0.2559143381547609, 0.0, 1.0, 0.4038299513872391, 0.3675123166772255, 0.897330219624647, 0.8779959259171842, 0.0408194361026498, 0.1627626631108699]",0.5349701364921651,Smallest_delta_t_and_filter_by_smallest_ratio,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.3788660081112158,"[0.0333109566091098, 0.0, 0.2640602919464033, 0.5524426261051674, 0.2297110232398031, 0.0035005252623886, 0.727234410139129, 1.0, 0.0127520417053659, 0.2801486501671251, 0.3147883227632868, 0.1579844025216609, 0.9483948769207386]",0.2017342326408178,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.5449753353628877,"[1.0, 0.3803092326458082, 0.5768519036278428, 0.423608242044577, 0.3099601672275935, 0.4746113482209759, 0.6104382727478919, 0.3696917351370586, 0.3550258779189782, 0.5689779642333224, 0.5611703524989631, 0.0, 0.2723434783455379]",0.0541046266417067,Smallest_ratio_and_choose_top_3_ratio,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.4663744754873992,"[1.0, 0.2023543948604118, 0.369253238914863, 0.1580031711148547, 0.1118033881121639, 0.3237369811543033, 0.4230268571791123, 0.1886879007449781, 0.1698104909595257, 0.3894872586849218, 0.3069092514228698, 0.0, 0.2138602008411649]",0.1081730754517158,Smallest_ratio_and_filter_by_smallest_delta_t,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
0.2190846031318639,"[0.1137967598183694, 0.5274444266653098, 1.0, 0.3755924881335227, 0.2006359661555895, 0.0, 0.3945682038376377, 0.4486070510557235, 0.7836523938847381, 0.567724945491004, 0.5144094195129817, 0.5994486883653087, 0.4652174336445599]",0.4720559927895647,Smallest_ratio_and_filter_by_smallest_t_sub,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
-0.0024577327969897,"[0.5498627292790443, 0.7613911099998745, 0.1479629687808938, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.4435327342452274, 0.4031071786296744, 0.2716151738598797, 0.2463363031517522, 0.8459078890966825, 0.4313190909220067]",0.993642150127168,Smallest_t_sub_and_choose_top_3_t_sub,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method D,T_sub focused
0.0591287575573554,"[0.090567557665143, 0.4329291561745582, 0.154029036891946, 0.4021167093540274, 0.6092031060400445, 1.0, 0.7991355930494851, 0.3390965117638329, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method E,T_sub focused
0.3633714042409646,"[0.0, 0.0610141689862492, 0.368078156640452, 0.6249011861576452, 0.5025435595411251, 0.1747089402096209, 0.4169633558840884, 0.3073026827113971, 0.7853455894845132, 0.6477023505407092, 1.0, 0.2277901048395086, 0.1520689767990815]",0.2223102902593687,Smallest_t_sub_and_filter_by_smallest_ratio,12,10**10,Ranking Order,Triads,Triads - Ranking Order,Method F,T_sub focused
-0.0453887446071262,"[1.0, 0.0, 0.4120838916731795, 0.3210381604850241, 0.0029707904928858, 0.2437966868764175, 0.2111217065605803, 0.3901992764807241, 0.3261269449754898, 0.4208044622463667, 0.3852145325979086, 0.4845217367367282, 0.3451117343607255]",0.8829459403638086,Smallest_delta_t_and_choose_top_3_delta_t,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method B,Delta_t focused
-0.2970583818945199,"[1.0, 0.117933143326992, 0.2636845403101972, 0.0, 0.0657639400189484, 0.3712292167073918, 0.4776073461768473, 0.1165319301089168, 0.0991836053592586, 0.3794941245671874, 0.2624369585640388, 0.3109217423575395, 0.07340715908249]",0.3243151418056726,Smallest_delta_t_and_filter_by_smallest_ratio,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method C,Delta_t focused
0.5641286826772165,"[0.0527887103840999, 0.0, 0.2507496592579717, 0.5245953461399883, 0.2181318530726755, 0.3601892061418581, 0.6905763043694251, 0.9495924487914552, 0.0121092425100892, 1.0, 0.9482948102159564, 0.1500207956613989, 0.9005886135964352]",0.0446200867865338,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method A,Delta_t focused
-0.3920937358531929,"[1.0, 0.1736735317218861, 0.3102144709994415, 0.2037539584483348, 0.0784395705452826, 0.4109630842787073, 0.5106188681476094, 0.1723608652714496, 0.0, 0.4187057084015414, 0.309045727598199, 0.235844774174574, 0.1319612748458681]",0.1851427306040833,Smallest_ratio_and_choose_top_3_ratio,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method I,Delta_t/T_sub focused
-0.263246070382507,"[1.0, 0.0558415646138747, 0.158765793939773, 0.0284907728841089, 0.0, 0.3269679792649397, 0.4408344141268236, 0.1274516546848496, 0.0357721851808931, 0.1712438365697079, 0.1994052047330043, 0.2624152640217757, 0.211593769725586]",0.3848538405357058,Smallest_ratio_and_filter_by_smallest_delta_t,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method H,Delta_t/T_sub focused
-0.3154926178630982,"[0.4120232349453249, 0.8036680599485618, 1.0, 0.3228702366505666, 0.6971481201058733, 0.0, 0.3763976149736852, 0.5160474815191918, 0.7653849440533794, 0.5312255221168257, 0.2802976695860678, 0.5656278797067031, 0.2056786731180867]",0.2937035421204683,Smallest_ratio_and_filter_by_smallest_t_sub,13,10**10,Ranking Order,Triads,Triads - Ranking Order,Method G,Delta_t/T_sub focused
