chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,cap,harmonics_considered,ground_truth_type
Cm,0.5,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
FM2nd,0.25,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
G#M1st,0.5,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Csus2,0.25,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Csus4,0.25,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Fm2nd,0.5,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Am1st,0.25,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
Cdim,0.25,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,5,Triad Ranking Order
CM,0.6,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Cm,0.6,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
FM2nd,0.2,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
G#M1st,0.6,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Csus2,0.4,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Csus4,0.4,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Fm2nd,0.6,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Am1st,0.2,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
Cdim,0.4,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,6,Triad Ranking Order
CM,0.6666666666666666,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Cm,0.6666666666666666,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
FM2nd,0.3333333333333333,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Fsus42nd,0.1666666666666666,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
G#M1st,0.6666666666666666,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Csus2,0.5,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Csus4,0.5,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Fm2nd,0.6666666666666666,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Am1st,0.3333333333333333,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
Cdim,0.5,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,7,Triad Ranking Order
CM,0.7142857142857143,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Cm,0.7142857142857143,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
FM2nd,0.2857142857142857,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Fsus42nd,0.1428571428571428,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
G#M1st,0.7142857142857143,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Csus2,0.5714285714285714,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Csus4,0.5714285714285714,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Fm2nd,0.7142857142857143,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Am1st,0.2857142857142857,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
Cdim,0.5714285714285714,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,8,Triad Ranking Order
CM,0.6666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Cm,0.6666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
FM2nd,0.1666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
G#M1st,0.6666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Csus2,0.5,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Csus4,0.5,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Fm2nd,0.6666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Am1st,0.1666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
Cdim,0.6666666666666666,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,9,Triad Ranking Order
CM,0.6666666666666666,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Cm,0.6666666666666666,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
FM2nd,0.2222222222222222,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
G#M1st,0.6666666666666666,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Csus2,0.4444444444444444,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Csus4,0.4444444444444444,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Fm2nd,0.6666666666666666,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Adim1st,0.1111111111111111,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Am1st,0.2222222222222222,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
F#dim2nd,0.1111111111111111,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
Cdim,0.6666666666666666,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,10,Triad Ranking Order
CM,0.6666666666666666,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Cm,0.6666666666666666,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
FM2nd,0.2222222222222222,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
G#M1st,0.6666666666666666,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Csus2,0.4444444444444444,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Csus4,0.4444444444444444,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Fm2nd,0.6666666666666666,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Adim1st,0.1111111111111111,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Am1st,0.2222222222222222,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
F#dim2nd,0.1111111111111111,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
Cdim,0.7777777777777778,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,11,Triad Ranking Order
CM,0.6363636363636364,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Cm,0.6363636363636364,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
FM2nd,0.2727272727272727,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Fsus42nd,0.0909090909090909,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
G#M1st,0.6363636363636364,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Csus2,0.4545454545454545,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Csus4,0.4545454545454545,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Fm2nd,0.6363636363636364,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Am1st,0.2727272727272727,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
Cdim,0.6363636363636364,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,12,Triad Ranking Order
CM,0.7777777777777778,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Cm,0.7777777777777778,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
FM2nd,0.2222222222222222,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
G#M1st,0.7777777777777778,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Csus2,0.6666666666666666,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Csus4,0.6666666666666666,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Fm2nd,0.7777777777777778,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Am1st,0.2222222222222222,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
Cdim,0.8888888888888888,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,13,Triad Ranking Order
CM,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Cm,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
FM2nd,0.2727272727272727,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Fsus42nd,0.0909090909090909,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
G#M1st,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Csus2,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Csus4,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Fm2nd,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Am1st,0.2727272727272727,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
Cdim,0.8181818181818182,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,14,Triad Ranking Order
CM,0.8461538461538461,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Cm,0.8461538461538461,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
FM2nd,0.3076923076923077,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
G#M1st,0.7692307692307693,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Csus2,0.6923076923076923,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Csus4,0.6923076923076923,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Fm2nd,0.7692307692307693,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Adim1st,0.0769230769230769,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Am1st,0.3076923076923077,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
F#dim2nd,0.0769230769230769,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
Cdim,0.8461538461538461,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,15,Triad Ranking Order
CM,0.8461538461538461,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Cm,0.8461538461538461,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
FM2nd,0.3076923076923077,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
G#M1st,0.7692307692307693,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Csus2,0.6923076923076923,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Csus4,0.6923076923076923,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Fm2nd,0.7692307692307693,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Adim1st,0.0769230769230769,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Am1st,0.3076923076923077,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
F#dim2nd,0.0769230769230769,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
Cdim,0.9230769230769232,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,16,Triad Ranking Order
CM,0.9166666666666666,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Cm,0.9166666666666666,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
FM2nd,0.3333333333333333,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Fsus42nd,0.0833333333333333,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
G#M1st,0.8333333333333334,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Csus2,0.9166666666666666,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Csus4,0.9166666666666666,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Fm2nd,0.8333333333333334,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Adim1st,0.0,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Am1st,0.3333333333333333,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
F#dim2nd,0.0,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
CAug,1.0,Method B,Triads,All r_bounds Considered,,17,Triad Ranking Order
CM,0.8666666666666667,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Cm,0.8666666666666667,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
FM2nd,0.2666666666666666,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
G#M1st,0.7333333333333333,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Csus2,0.8,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Csus4,0.8,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Fm2nd,0.7333333333333333,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Adim1st,0.0666666666666666,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Am1st,0.2666666666666666,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
F#dim2nd,0.0666666666666666,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
CAug,0.9333333333333332,Method B,Triads,All r_bounds Considered,,18,Triad Ranking Order
CM,0.8888888888888888,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Cm,0.8888888888888888,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
FM2nd,0.2777777777777778,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
G#M1st,0.7222222222222222,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Csus2,0.7777777777777778,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Csus4,0.7777777777777778,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Fm2nd,0.7222222222222222,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Adim1st,0.1111111111111111,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Am1st,0.2777777777777778,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
F#dim2nd,0.1111111111111111,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
CAug,0.8333333333333334,Method B,Triads,All r_bounds Considered,,19,Triad Ranking Order
CM,0.8947368421052632,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Cm,0.8947368421052632,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
FM2nd,0.3157894736842105,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
G#M1st,0.7368421052631579,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Csus2,0.7894736842105263,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Csus4,0.7894736842105263,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Fm2nd,0.7368421052631579,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Adim1st,0.1052631578947368,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Am1st,0.3157894736842105,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
F#dim2nd,0.1052631578947368,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
CAug,0.9473684210526316,Method B,Triads,All r_bounds Considered,,20,Triad Ranking Order
CM,0.85,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Cm,0.85,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
FM2nd,0.3,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Fsus42nd,0.0,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
G#M1st,0.7,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Csus2,0.8,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Csus4,0.8,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Fm2nd,0.7,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Adim1st,0.1,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Am1st,0.3,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
F#dim2nd,0.1,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
Cdim,1.0,Method B,Triads,All r_bounds Considered,,21,Triad Ranking Order
