chord_label,normalized_value,subharmonic_method,clean_subharmonic_method,periods_considered,ground_truth_type,method_focus
Fsus42nd,0.980619020754432,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.0263779039314754,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
Csus2,0.1948011681647934,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
Csus4,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.9437538530191596,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.1046290805741508,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
Am1st,0.0769755363848732,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.4639868100472537,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
Cdim,0.1284438526816822,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
CAug,0.1970480936070885,Smallest_delta_t_and_choose_top_3_delta_t,Method B,6,Triads - Numerical Ranking,Delta_t focused
CM,0.4777859995939167,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Cm,0.6903285366102488,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.5642342557658259,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.3579343837514422,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Csus2,0.5789244061401108,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Csus4,0.8709455967479268,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.6587432340965618,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Am1st,0.182956381070576,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.4158056535174914,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
Cdim,0.1237992595870825,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
CAug,0.5679489934120487,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,6,Triads - Numerical Ranking,Delta_t focused
CM,0.4759813953582208,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Cm,0.5692860109192295,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.0059124447200302,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,0.0944775236616924,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.1684055140701828,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Csus2,0.3079165079871017,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Csus4,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.3743791103588366,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.2003574344337052,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Am1st,0.0308515898546106,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.1126209087964617,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
Cdim,0.5048451020661133,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
CAug,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,6,Triads - Numerical Ranking,Delta_t focused
CM,0.4434485646162247,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.6699665322780716,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.5355811022760478,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.3157162771280991,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.5512371824854142,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.8624598089735528,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.6363043833556878,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.4297257729059625,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.1514194921906957,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.0661859326216271,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.3064645027041834,Smallest_ratio_and_choose_top_3_ratio,Method I,6,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.6719724958130125,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.6755240816801813,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.5521339583472918,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,0.978554479287844,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.3502582945111078,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.5665090707974603,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.9377622825568822,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.1790327862109059,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.4068884847627504,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.1211443200014581,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.5557690315103825,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,6,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.2815134219476453,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.343067745111192,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.2121275974052192,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,0.0631864597725421,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.0622925480718677,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.433420501962538,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.0459393217895583,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.1583895346381922,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.3760880514262614,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.6531537703164936,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.1648187723175533,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,6,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
Cdim,0.8459078890966825,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
CAug,0.4313190909220067,Smallest_t_sub_and_choose_top_3_t_sub,Method D,6,Triads - Numerical Ranking,T_sub focused
CM,0.090567557665143,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Cm,0.4329291561745582,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
FM2nd,0.154029036891946,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.4021167093540274,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
G#M1st,0.6092031060400445,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Csus2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Csus4,0.7991355930494851,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.3390965117638329,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Adim1st,0.6987065271220884,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Am1st,0.379743935577654,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
F#dim2nd,0.9929916556862098,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
Cdim,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
CAug,0.1374671519291471,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,6,Triads - Numerical Ranking,T_sub focused
CM,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Cm,0.0610141689862492,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
FM2nd,0.368078156640452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.6249011861576452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
G#M1st,0.5025435595411251,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Csus2,0.1747089402096209,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Csus4,0.4169633558840884,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.3073026827113971,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Adim1st,0.7853455894845132,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Am1st,0.6477023505407092,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
F#dim2nd,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
Cdim,0.2277901048395086,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
CAug,0.1520689767990815,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,6,Triads - Numerical Ranking,T_sub focused
CM,0.2005169807242706,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Cm,0.1110657641386091,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.0158020641192361,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Csus2,0.1166984517738359,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Csus4,0.5990644351532534,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.5653693688826295,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.1315850468901072,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Am1st,0.5618523517335088,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.6175909740531701,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
Cdim,0.3652781248388064,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
CAug,0.1180445048947558,Smallest_delta_t_and_choose_top_3_delta_t,Method B,7,Triads - Numerical Ranking,Delta_t focused
CM,0.9231389194237604,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Cm,0.4977546338001684,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.3005996661166661,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Csus2,0.1326032557822837,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Csus4,0.3437231562232902,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.1903091468390567,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.1359337521715779,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Am1st,0.4020875142161222,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.4781504997352121,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
Cdim,0.2566523464645918,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
CAug,0.6687846896316442,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,7,Triads - Numerical Ranking,Delta_t focused
CM,0.6176679523202805,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Cm,0.6912760378754125,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.4210157796110167,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.0769853829887603,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Csus2,0.208100859836771,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Csus4,0.8585360300423994,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.2705638640622246,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.1070144950827345,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Am1st,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.2057495043863563,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
Cdim,0.3931786504304958,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
CAug,0.4406459720838267,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,7,Triads - Numerical Ranking,Delta_t focused
CM,0.9306893953620976,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.5470928882743787,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.3693055098630751,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.1374782524334108,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.0744167253349348,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.2511025985485542,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.5090904596980202,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.6714225385402225,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.5004672487737329,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.2790611497896941,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.7013217449605063,Smallest_ratio_and_choose_top_3_ratio,Method I,7,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.9231389194237604,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.2131440853180391,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.1678827061996008,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.1326032557822837,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.4528684995454416,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.1903091468390567,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.1359337521715775,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.4020875142161222,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.4781504997352121,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.2566523464645918,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.6687846896316442,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,7,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.0720441122930574,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.2544479638270981,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.2843392723327303,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.4333610630250648,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.3214611859518961,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.741684310032203,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.6988323838350955,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.1719239870316029,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.2510067908511316,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.3068788925188757,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.4256998905472257,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,7,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
Cdim,0.8459078890966825,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
