chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,harmonics_considered,ground_truth_type
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
G#M1st,1.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
Csus2,1.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
Csus4,1.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
Fm2nd,1.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
Adim1st,0.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
Am1st,0.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
F#dim2nd,0.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,2,Triad Ranking Order
CM,0.6666666666666686,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Cm,0.6666666666666686,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
FM2nd,0.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
G#M1st,1.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Csus2,0.6666666666666686,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Csus4,0.6666666666666686,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Fm2nd,1.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Adim1st,0.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Am1st,0.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
F#dim2nd,0.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,3,Triad Ranking Order
CM,0.7083333333333346,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Cm,0.7083333333333346,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
FM2nd,0.1250000000000016,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
G#M1st,0.7500000000000011,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Csus2,0.5833333333333351,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Csus4,0.5833333333333351,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Fm2nd,0.7500000000000011,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Adim1st,0.1250000000000016,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Am1st,0.1250000000000016,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
F#dim2nd,0.1250000000000016,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
Cdim,0.7500000000000011,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,4,Triad Ranking Order
CM,0.7756410256410249,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Cm,0.7756410256410249,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
FM2nd,0.134615384615385,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
G#M1st,0.7692307692307688,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Csus2,0.5641025641025645,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Csus4,0.5641025641025632,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Fm2nd,0.7692307692307688,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Adim1st,0.2115384615384617,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Am1st,0.134615384615385,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
F#dim2nd,0.211538461538463,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
Cdim,0.8846153846153858,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,5,Triad Ranking Order
CM,0.6874999999999979,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Cm,0.6874999999999979,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
FM2nd,0.1193181818181801,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
G#M1st,0.7386363636363613,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Csus2,0.5568181818181795,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Csus4,0.5568181818181795,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Fm2nd,0.7386363636363613,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Adim1st,0.1306818181818183,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Am1st,0.1193181818181822,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
F#dim2nd,0.1306818181818183,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
Cdim,0.7840909090909078,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,6,Triad Ranking Order
CM,0.697088906372935,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Cm,0.697088906372935,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
FM2nd,0.1463414634146319,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Fsus42nd,0.0306845003933882,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
G#M1st,0.7466561762391822,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Csus2,0.5704169944925253,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Csus4,0.5704169944925269,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Fm2nd,0.7466561762391806,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Adim1st,0.0,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Am1st,0.1463414634146336,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
F#dim2nd,0.0,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
Cdim,0.7435090479937074,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,7,Triad Ranking Order
CM,0.8236775818639814,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Cm,0.8236775818639814,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
FM2nd,0.1435768261964748,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
G#M1st,0.7934508816120929,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Csus2,0.670025188916878,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Csus4,0.670025188916878,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Fm2nd,0.7934508816120929,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Adim1st,0.1104713925872618,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Am1st,0.1435768261964748,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
F#dim2nd,0.1104713925872618,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
Cdim,0.9291111910759275,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,8,Triad Ranking Order
CM,0.7933225508317951,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Cm,0.7933225508317951,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
FM2nd,0.170633086876154,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
G#M1st,0.7965573012939018,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Csus2,0.6129852125693169,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Csus4,0.6129852125693169,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Fm2nd,0.7965573012938995,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Adim1st,0.171095194085028,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Am1st,0.1706330868761563,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
F#dim2nd,0.171095194085028,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
CAug,0.9954944547134956,Method D,Triads,Starting from r_lower==0.25,9,Triad Ranking Order
CM,0.8195845098830173,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Cm,0.8195845098830173,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
FM2nd,0.1616579265833,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
G#M1st,0.8097014925373145,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Csus2,0.5986284792254936,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Csus4,0.5986284792254953,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Fm2nd,0.8097014925373127,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Adim1st,0.1620613150463877,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Am1st,0.1616579265832982,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
F#dim2nd,0.1620613150463877,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
CAug,0.9960669624848724,Method D,Triads,Starting from r_lower==0.25,10,Triad Ranking Order
CM,0.7839016449623016,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Cm,0.7839016449623046,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
FM2nd,0.1690627141878015,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
G#M1st,0.7530757368060296,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Csus2,0.6151987662782694,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Csus4,0.6151987662782725,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Fm2nd,0.7530757368060327,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Adim1st,0.1694396847155584,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Am1st,0.1690627141878015,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
F#dim2nd,0.1694396847155584,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
CAug,0.927236120630571,Method D,Triads,Starting from r_lower==0.25,11,Triad Ranking Order
CM,0.798581729336749,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Cm,0.7985817293367518,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
FM2nd,0.187652702461119,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
G#M1st,0.7679518503068937,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Csus2,0.6309516715332826,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Csus4,0.6309516715332826,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Fm2nd,0.7679518503068937,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Adim1st,0.1211659444780266,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Am1st,0.187652702461119,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
F#dim2nd,0.1211659444780266,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
Cdim,0.9936407671941924,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
CAug,1.0,Method D,Triads,Starting from r_lower==0.25,12,Triad Ranking Order
CM,0.794111170738867,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Cm,0.794111170738867,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
FM2nd,0.1866957773119867,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
G#M1st,0.746514182716026,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Csus2,0.6734594179635693,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Csus4,0.6734594179635669,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Fm2nd,0.7465141827160235,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Adim1st,0.152296042989739,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Am1st,0.1866957773119844,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
F#dim2nd,0.152296042989739,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
CAug,0.9163421900606676,Method D,Triads,Starting from r_lower==0.25,13,Triad Ranking Order
CM,0.8095970072748552,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Cm,0.8095970072748573,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
FM2nd,0.1712099407760033,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
G#M1st,0.7774858557879994,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Csus2,0.7477914333363029,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Csus4,0.7477914333363007,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Fm2nd,0.7774858557879972,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Adim1st,0.1006765878697901,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Am1st,0.1712099407760033,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
F#dim2nd,0.1006765878697901,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
CAug,0.9163421900606696,Method D,Triads,Starting from r_lower==0.25,14,Triad Ranking Order
CM,0.8034656307873981,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Cm,0.8034656307873981,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
FM2nd,0.1841916987683197,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
G#M1st,0.7534102335311099,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Csus2,0.7156975067191075,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Csus4,0.7156975067191113,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Fm2nd,0.7534102335311136,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Adim1st,0.1339357391827096,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Am1st,0.1841916987683197,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
F#dim2nd,0.1339357391827096,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
CAug,0.8843224416846182,Method D,Triads,Starting from r_lower==0.25,15,Triad Ranking Order
CM,0.7810466682436774,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Cm,0.7810466682436774,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
FM2nd,0.1866734574665832,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
G#M1st,0.7144805762202929,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Csus2,0.6915850402861818,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Csus4,0.6915850402861818,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Fm2nd,0.7144805762202929,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Adim1st,0.170668089194424,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Am1st,0.1866734574665801,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
F#dim2nd,0.1706680891944209,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
CAug,0.8244524314121146,Method D,Triads,Starting from r_lower==0.25,16,Triad Ranking Order
CM,0.7913096691403568,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Cm,0.7913096691403597,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
FM2nd,0.1752781676758908,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
G#M1st,0.7132421655560319,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Csus2,0.7308510969052063,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Csus4,0.7308510969052063,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Fm2nd,0.7132421655560319,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Adim1st,0.1241943234841463,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Am1st,0.1752781676758908,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
F#dim2nd,0.1241943234841463,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
CAug,0.8129665071566544,Method D,Triads,Starting from r_lower==0.25,17,Triad Ranking Order
CM,0.786853899622174,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Cm,0.786853899622174,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
FM2nd,0.1940520919619685,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
G#M1st,0.7005967710673526,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Csus2,0.7079461883078304,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Csus4,0.7079461883078304,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Fm2nd,0.7005967710673526,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Adim1st,0.146800534933793,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Am1st,0.1940520919619685,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
F#dim2nd,0.146800534933793,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
CAug,0.8247630512236928,Method D,Triads,Starting from r_lower==0.25,18,Triad Ranking Order
CM,0.7841100557379932,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Cm,0.7841100557379932,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
FM2nd,0.1912444776000336,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
G#M1st,0.6853608751753352,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Csus2,0.7092827925887589,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Csus4,0.7092827925887589,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Fm2nd,0.6853608751753328,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Adim1st,0.149160893754173,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Am1st,0.1912444776000313,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
F#dim2nd,0.1491608937541707,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
CAug,0.7732800195888978,Method D,Triads,Starting from r_lower==0.25,19,Triad Ranking Order
CM,0.790750967036692,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Cm,0.790750967036692,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
FM2nd,0.1949220484340184,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
G#M1st,0.6847805178763202,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Csus2,0.7214106353570349,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Csus4,0.7214106353570306,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Fm2nd,0.6847805178763202,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Adim1st,0.1471144014429459,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Am1st,0.1949220484340163,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
F#dim2nd,0.147114401442948,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
CAug,0.7950086084805508,Method D,Triads,Starting from r_lower==0.25,20,Triad Ranking Order
CM,0.780476503183219,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Cm,0.780476503183219,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
FM2nd,0.1941401324454714,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
G#M1st,0.6775880301410986,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Csus2,0.7203331883047809,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Csus4,0.7203331883047809,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Fm2nd,0.6775880301410986,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Adim1st,0.1432532027592872,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Am1st,0.1941401324454714,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
F#dim2nd,0.143253202759291,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
CAug,0.7594790324016313,Method D,Triads,Starting from r_lower==0.25,21,Triad Ranking Order
CM,0.7803444408552461,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Cm,0.7803444408552461,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
FM2nd,0.1962655318349828,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
G#M1st,0.6628005319428669,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Csus2,0.7196103936647538,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Csus4,0.7196103936647538,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Fm2nd,0.6628005319428669,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Adim1st,0.1544788981183251,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Am1st,0.1962655318349828,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
F#dim2nd,0.1544788981183251,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
CAug,0.7545597607460423,Method D,Triads,Starting from r_lower==0.25,22,Triad Ranking Order
CM,0.7924896062576838,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Cm,0.7924896062576807,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
FM2nd,0.2098513516511262,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
G#M1st,0.656055093770546,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Csus2,0.7313948762722429,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Csus4,0.7313948762722429,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Fm2nd,0.656055093770546,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Adim1st,0.1687358792219131,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Am1st,0.2098513516511262,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
F#dim2nd,0.16873587922191,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
CAug,0.7512408557321468,Method D,Triads,Starting from r_lower==0.25,23,Triad Ranking Order
CM,0.7858290712875092,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Cm,0.7858290712875063,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
FM2nd,0.2113709631993673,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
G#M1st,0.6544587014262346,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Csus2,0.7320443191992699,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Csus4,0.7320443191992699,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Fm2nd,0.6544587014262346,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Adim1st,0.1680839336573716,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Am1st,0.2113709631993673,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
F#dim2nd,0.1680839336573716,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
Cdim,1.0,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
CAug,0.7377075837906316,Method D,Triads,Starting from r_lower==0.25,24,Triad Ranking Order
CM,0.7845069257716405,Method D,Triads,Starting from r_lower==0.25,25,Triad Ranking Order
Cm,0.7845069257716405,Method D,Triads,Starting from r_lower==0.25,25,Triad Ranking Order
FM2nd,0.2181424752171441,Method D,Triads,Starting from r_lower==0.25,25,Triad Ranking Order
Fsus42nd,0.0,Method D,Triads,Starting from r_lower==0.25,25,Triad Ranking Order
