note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"C4,D#4,G#4",G#M1st,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [10, 39, 39, 39, 53, 52, 76, 45, 63, 57, 59, 58, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53]]","[[8.399999999999999, 51, 49, 44.8, 0, 56, 0, 0, 38.5, 0, 0, 0, 0], [7.0, 39, 39, 27.299999999999997, 0, 52, 0, 0, 44.099999999999994, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [6.3, 45, 52, 37.099999999999994, 0, 47, 0, 0, 39.9, 0, 0, 0, 0]]","[0.36970149253731344, 0.32210200927357036, 0.37981651376146786, 0.3428355957767722]",2634.0,1.4144556113491238,931.8,0.6363636363636364,0.39112343966712887,0.32861415262928007,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,F4,G#4",Fm2nd,"[[9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53], [10, 39, 39, 39, 53, 52, 76, 45, 63, 57, 59, 58, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]","[[6.3, 45, 52, 37.099999999999994, 0, 47, 0, 0, 39.9, 0, 0, 0, 0], [7.0, 39, 39, 27.299999999999997, 0, 52, 0, 0, 44.099999999999994, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [8.399999999999999, 51, 49, 44.8, 0, 56, 0, 0, 38.5, 0, 0, 0, 0]]","[0.3428355957767722, 0.32210200927357036, 0.37981651376146786, 0.36970149253731344]",2634.0,1.4144556113491238,931.8,0.6363636363636364,0.39112343966712887,0.32861415262928007,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,F4,G4",Csus4,"[[9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [13, 51, 62, 57, 60, 53, 54, 54, 57, 53, 54, 52, 51]]","[[6.3, 45, 52, 37.099999999999994, 0, 47, 0, 0, 39.9, 0, 0, 0, 0], [6.3, 40, 47, 32.199999999999996, 0, 47, 0, 0, 41.3, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [9.1, 51, 62, 39.9, 0, 53, 0, 0, 39.9, 0, 0, 0, 0]]","[0.3428355957767722, 0.32791411042944785, 0.37981651376146786, 0.3798807749627422]",2640.0,1.4304469949304301,944.4,0.7727272727272727,0.5658807212205269,0.5128666216754165,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,D4,G4",Csus2,"[[13, 51, 62, 57, 60, 53, 54, 54, 57, 53, 54, 52, 51], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53]]","[[9.1, 51, 62, 39.9, 0, 53, 0, 0, 39.9, 0, 0, 0, 0], [6.3, 40, 47, 32.199999999999996, 0, 47, 0, 0, 41.3, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [6.3, 45, 52, 37.099999999999994, 0, 47, 0, 0, 39.9, 0, 0, 0, 0]]","[0.3798807749627422, 0.32791411042944785, 0.37981651376146786, 0.3428355957767722]",2640.0,1.4304469949304301,944.4,0.7727272727272727,0.5658807212205269,0.5128666216754165,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,E4,G4",CM,"[[10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]","[[7.0, 49, 50, 31.499999999999996, 0, 59, 0, 0, 40.599999999999994, 0, 0, 0, 0], [6.3, 40, 47, 32.199999999999996, 0, 47, 0, 0, 41.3, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [8.399999999999999, 51, 49, 44.8, 0, 56, 0, 0, 38.5, 0, 0, 0, 0]]","[0.35547226386806596, 0.32791411042944785, 0.37981651376146786, 0.36970149253731344]",2643.0,1.432904380596295,947.0,0.8409090909090909,0.6019417475728157,0.541180580504063,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,D#4,G4",Cm,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51]]","[[8.399999999999999, 51, 49, 44.8, 0, 56, 0, 0, 38.5, 0, 0, 0, 0], [6.3, 40, 47, 32.199999999999996, 0, 47, 0, 0, 41.3, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [7.0, 49, 50, 31.499999999999996, 0, 59, 0, 0, 40.599999999999994, 0, 0, 0, 0]]","[0.36970149253731344, 0.32791411042944785, 0.37981651376146786, 0.35547226386806596]",2643.0,1.432904380596295,947.0,0.8409090909090909,0.6019417475728157,0.541180580504063,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,D#4,F#4",Cdim,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [10, 42, 46, 50, 50, 62, 58, 59, 57, 61, 53, 50, 58], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]","[[8.399999999999999, 51, 49, 44.8, 0, 56, 0, 0, 38.5, 0, 0, 0, 0], [7.0, 42, 46, 35.0, 0, 62, 0, 0, 39.9, 0, 0, 0, 0], [0.0, 56, 60, 40.599999999999994, 0, 54, 0, 0, 37.8, 0, 0, 0, 0], [8.399999999999999, 51, 49, 44.8, 0, 56, 0, 0, 38.5, 0, 0, 0, 0]]","[0.36970149253731344, 0.3535060975609756, 0.37981651376146786, 0.36970149253731344]",2650.0,1.4727255963970702,975.7,1.0,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and non-distributive Cap 0,31
"C4,F4,A#4",Fsus42nd,"[[9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53], [10, 32, 39, 39, 43, 47, 49, 55, 69, 62, 62, 59, 60], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53]]",,,2606.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,D#4,A4",Adim1st,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [7, 36, 36, 45, 47, 48, 54, 61, 62, 61, 62, 57, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [10, 42, 46, 50, 50, 62, 58, 59, 57, 61, 53, 50, 58]]",,,2613.0,,,0.1590909090909091,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,F#4,A4",F#dim2nd,"[[10, 42, 46, 50, 50, 62, 58, 59, 57, 61, 53, 50, 58], [7, 36, 36, 45, 47, 48, 54, 61, 62, 61, 62, 57, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]",,,2613.0,,,0.1590909090909091,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,F4,A4",FM2nd,"[[9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53], [7, 36, 36, 45, 47, 48, 54, 61, 62, 61, 62, 57, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51]]",,,2617.0,,,0.25,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,E4,A4",Am1st,"[[10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51], [7, 36, 36, 45, 47, 48, 54, 61, 62, 61, 62, 57, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53]]",,,2617.0,,,0.25,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,D#4,G#4",G#M1st,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [10, 39, 39, 39, 53, 52, 76, 45, 63, 57, 59, 58, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53]]",,,2634.0,,,0.6363636363636364,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,F4,G#4",Fm2nd,"[[9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53], [10, 39, 39, 39, 53, 52, 76, 45, 63, 57, 59, 58, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]",,,2634.0,,,0.6363636363636364,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,E4,G#4",CAug,"[[10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51], [10, 39, 39, 39, 53, 52, 76, 45, 63, 57, 59, 58, 57], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51]]",,,2635.0,,,0.6590909090909091,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,F4,G4",Csus4,"[[9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [13, 51, 62, 57, 60, 53, 54, 54, 57, 53, 54, 52, 51]]",,,2640.0,,,0.7727272727272727,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,D4,G4",Csus2,"[[13, 51, 62, 57, 60, 53, 54, 54, 57, 53, 54, 52, 51], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [9, 45, 52, 53, 66, 47, 58, 56, 57, 56, 55, 56, 53]]",,,2640.0,,,0.7727272727272727,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,E4,G4",CM,"[[10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]",,,2643.0,,,0.8409090909090909,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,D#4,G4",Cm,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [9, 40, 47, 46, 55, 47, 63, 59, 59, 58, 56, 58, 55], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [10, 49, 50, 45, 70, 59, 64, 48, 58, 53, 56, 54, 51]]",,,2643.0,,,0.8409090909090909,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,D#4,F#4",Cdim,"[[12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51], [10, 42, 46, 50, 50, 62, 58, 59, 57, 61, 53, 50, 58], [0, 56, 60, 58, 52, 54, 58, 52, 54, 56, 54, 50, 50], [12, 51, 49, 64, 59, 56, 58, 53, 55, 55, 56, 51, 51]]",,,2650.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and non-distributive Cap 0,31
"C4,F4,A#4",Fsus42nd,"[[3, 68], [2, 56], [8, 80], [3, 68]]",,,288.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,F4,G4",Csus4,"[[3, 68], [3, 61], [8, 80], [5, 85]]",,,313.0,,,0.31645569620253167,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,D4,G4",Csus2,"[[5, 85], [3, 61], [8, 80], [3, 68]]",,,313.0,,,0.31645569620253167,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,F4,A4",FM2nd,"[[3, 68], [4, 62], [8, 80], [13, 76]]",,,314.0,,,0.3291139240506329,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,E4,A4",Am1st,"[[13, 76], [4, 62], [8, 80], [3, 68]]",,,314.0,,,0.3291139240506329,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,D#4,G#4",G#M1st,"[[6, 92], [13, 60], [8, 80], [3, 68]]",,,330.0,,,0.5316455696202531,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,F4,G#4",Fm2nd,"[[3, 68], [13, 60], [8, 80], [6, 92]]",,,330.0,,,0.5316455696202531,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,D#4,A4",Adim1st,"[[6, 92], [4, 62], [8, 80], [18, 65]]",,,335.0,,,0.5949367088607594,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,F#4,A4",F#dim2nd,"[[18, 65], [4, 62], [8, 80], [6, 92]]",,,335.0,,,0.5949367088607594,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,E4,G4",CM,"[[13, 76], [3, 61], [8, 80], [6, 92]]",,,339.0,,,0.6455696202531646,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,D#4,G4",Cm,"[[6, 92], [3, 61], [8, 80], [13, 76]]",,,339.0,,,0.6455696202531646,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,E4,G#4",CAug,"[[13, 76], [13, 60], [8, 80], [13, 76]]",,,339.0,,,0.6455696202531646,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,D#4,F#4",Cdim,"[[6, 92], [18, 65], [8, 80], [6, 92]]",,,367.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,32
"C4,F4,A4",FM2nd,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976]]","[[0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0], [0.7719885501505047, 6.5318449057501375, 7.180854408637913, 7.214981838628544, 0.0, 8.662371379263044, 0.0, 0.0, 8.885077689089613, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.258414082930212, 9.519594753260609, 9.052486829030666, 5.96278060991547, 0.0, 11.231768137296696, 0.0, 0.0, 10.624700955928123, 0.0, 0.0, 0.0, 0.0]]","[0.26745674213510934, 0.27063129151994286, 0.28916180337077513, 0.27894315406712034]",658.2256828793923,1.1061929910929478,182.3054091561086,0.22178681377901902,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,E4,A4",Am1st,"[[1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976], [1.1028407859292926, 6.5318449057501375, 7.180854408637913, 10.307116912326492, 9.547055505069189, 8.662371379263044, 10.303572487131605, 17.449386718608267, 12.692968127270877, 13.151937476050616, 15.568942598507643, 15.483821638194868, 17.03791106232871], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]","[[1.258414082930212, 9.519594753260609, 9.052486829030666, 5.96278060991547, 0.0, 11.231768137296696, 0.0, 0.0, 10.624700955928123, 0.0, 0.0, 0.0, 0.0], [0.7719885501505047, 6.5318449057501375, 7.180854408637913, 7.214981838628544, 0.0, 8.662371379263044, 0.0, 0.0, 8.885077689089613, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0]]","[0.27894315406712034, 0.27063129151994286, 0.28916180337077513, 0.26745674213510934]",658.2256828793923,1.1061929910929478,182.3054091561086,0.22178681377901902,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,F4,A#4",Fsus42nd,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.8853921458593317, 5.581726481376766, 9.331385727306532, 8.011944442486568, 8.667592284118836, 8.885247029928168, 9.112316101207766, 10.320094093105116, 19.14660888726118, 12.908765241478786, 15.08094731618419, 15.82525751572874, 17.416737409658733], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]","[[0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0], [1.3197745021015321, 5.581726481376766, 9.331385727306532, 5.608361109740597, 0.0, 8.885247029928168, 0.0, 0.0, 13.402626221082826, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0]]","[0.26745674213510934, 0.3103880914680159, 0.28916180337077513, 0.26745674213510934]",650.2062875533468,1.1344633791090097,183.84177825153984,0.0,0.0469221863473732,0.18904379643642408,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,E4,G#4",CAug,"[[1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976], [1.4975005990759442, 8.282987830771335, 7.207582449703522, 7.252733188035647, 12.469740002842194, 9.356804619255577, 20.925871457323186, 7.615357618793297, 14.07159785454158, 13.275542286431333, 15.5931864756577, 16.43453798316616, 22.038895528872473], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.7977344041860173, 9.519594753260609, 9.052486829030666, 8.518258014164957, 20.011670217665962, 11.231768137296696, 15.897644874788869, 10.779976665889539, 15.178144222754462, 13.972513450911448, 15.75502071088001, 20.40942031085836, 18.698190090519976]]","[[1.258414082930212, 9.519594753260609, 9.052486829030666, 5.96278060991547, 0.0, 11.231768137296696, 0.0, 0.0, 10.624700955928123, 0.0, 0.0, 0.0, 0.0], [1.048250419353161, 8.282987830771335, 7.207582449703522, 5.076913231624952, 0.0, 9.356804619255577, 0.0, 0.0, 9.850118498179105, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.258414082930212, 9.519594753260609, 9.052486829030666, 5.96278060991547, 0.0, 11.231768137296696, 0.0, 0.0, 10.624700955928123, 0.0, 0.0, 0.0, 0.0]]","[0.27894315406712034, 0.2616462334803571, 0.28916180337077513, 0.27894315406712034]",674.4001827654711,1.108694344985373,187.22658063806193,0.6691136568081549,0.15029729900859462,0.01672652797642647,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,D#4,G#4",G#M1st,"[[2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363], [1.4975005990759442, 8.282987830771335, 7.207582449703522, 7.252733188035647, 12.469740002842194, 9.356804619255577, 20.925871457323186, 7.615357618793297, 14.07159785454158, 13.275542286431333, 15.5931864756577, 16.43453798316616, 22.038895528872473], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883]]","[[1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0], [1.048250419353161, 8.282987830771335, 7.207582449703522, 5.076913231624952, 0.0, 9.356804619255577, 0.0, 0.0, 9.850118498179105, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0]]","[0.311486747214802, 0.2616462334803571, 0.28916180337077513, 0.26745674213510934]",672.2546480424868,1.1297515262010436,190.38307150999213,0.6097761019531823,0.2466995589453053,0.15753568407992422,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
"C4,F4,G#4",Fm2nd,"[[1.4280116581045375, 8.64973767653646, 10.571530447300091, 9.719839714849027, 18.89134334598006, 7.588338150123368, 13.919327484388857, 12.132990270134263, 13.84429989821277, 15.078289774354285, 16.01988865552803, 20.482204967971388, 17.323834642046883], [1.4975005990759442, 8.282987830771335, 7.207582449703522, 7.252733188035647, 12.469740002842194, 9.356804619255577, 20.925871457323186, 7.615357618793297, 14.07159785454158, 13.275542286431333, 15.5931864756577, 16.43453798316616, 22.038895528872473], [0.0, 8.994326088111306, 11.961363726892284, 12.683866268583895, 12.067017058956411, 11.58963729658102, 15.125138113065326, 13.362266421131604, 13.829141932653403, 21.949987508666936, 15.778000236679663, 17.56928403361392, 21.822970821650248], [2.196540232557518, 9.554724699370611, 8.517801343934387, 18.450477122457293, 12.315258559233136, 11.5120534203406, 13.811793901285718, 13.694980419267598, 14.449111189602068, 15.093179953112477, 20.11289278609554, 16.49191820148947, 17.648942127154363]]","[[0.9996081606731761, 8.64973767653646, 10.571530447300091, 6.803887800394318, 0.0, 7.588338150123368, 0.0, 0.0, 9.691009928748938, 0.0, 0.0, 0.0, 0.0], [1.048250419353161, 8.282987830771335, 7.207582449703522, 5.076913231624952, 0.0, 9.356804619255577, 0.0, 0.0, 9.850118498179105, 0.0, 0.0, 0.0, 0.0], [0.0, 8.994326088111306, 11.961363726892284, 8.878706388008725, 0.0, 11.58963729658102, 0.0, 0.0, 9.680399352857382, 0.0, 0.0, 0.0, 0.0], [1.5375781627902625, 9.554724699370611, 8.517801343934387, 12.915333985720105, 0.0, 11.5120534203406, 0.0, 0.0, 10.114377832721447, 0.0, 0.0, 0.0, 0.0]]","[0.26745674213510934, 0.2616462334803571, 0.28916180337077513, 0.311486747214802]",672.2546480424868,1.1297515262010436,190.38307150999213,0.6097761019531823,0.2466995589453053,0.15753568407992422,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,32
